Program,Year,Week Ending,State ANSI,County,County ANSI,Value,CV (%)
SURVEY,2011,,18,TIPPECANOE,157,160.2,
SURVEY,2011,,18,VERMILLION,165,152.4,
SURVEY,2011,,18,VIGO,167,139.5,
SURVEY,2011,,18,WARREN,171,159.9,
SURVEY,2010,,18,BARTHOLOMEW,5,129.9,
SURVEY,2010,,18,BOONE,11,154.9,
SURVEY,2010,,18,CLINTON,23,178.5,
SURVEY,2010,,18,DECATUR,31,157.3,
SURVEY,2010,,18,GRANT,53,158.4,
SURVEY,2010,,18,HAMILTON,57,174.7,
SURVEY,2010,,18,HANCOCK,59,153.5,
SURVEY,2010,,18,HENDRICKS,63,162.5,
SURVEY,2010,,18,HOWARD,67,169.4,
SURVEY,2010,,18,JOHNSON,81,140.2,
SURVEY,2010,,18,MADISON,95,168.4,
SURVEY,2010,,18,MARION,97,157.2,
SURVEY,2010,,18,MORGAN,109,143.2,
SURVEY,2010,,18,RUSH,139,151.4,
SURVEY,2010,,18,SHELBY,145,139.7,
SURVEY,2010,,18,TIPTON,159,181.6,
SURVEY,2010,,18,BLACKFORD,9,149.7,
SURVEY,2010,,18,DELAWARE,35,153.7,
SURVEY,2010,,18,FAYETTE,41,149.5,
SURVEY,2010,,18,HENRY,65,160.9,
SURVEY,2010,,18,JAY,75,140.2,
SURVEY,2010,,18,RANDOLPH,135,156.9,
SURVEY,2010,,18,UNION,161,176.4,
SURVEY,2010,,18,WAYNE,177,160.3,
SURVEY,2010,,18,CARROLL,15,170.1,
SURVEY,2010,,18,CASS,17,148.3,
SURVEY,2010,,18,ELKHART,39,155,
SURVEY,2010,,18,FULTON,49,169.8,
SURVEY,2010,,18,KOSCIUSKO,85,167.1,
SURVEY,2010,,18,MARSHALL,99,164.3,
SURVEY,2010,,18,MIAMI,103,157.9,
SURVEY,2010,,18,ST. JOSEPH,141,159.4,
SURVEY,2010,,18,WABASH,169,161.8,
SURVEY,2010,,18,ADAMS,1,143.6,
SURVEY,2010,,18,ALLEN,3,150.7,
SURVEY,2010,,18,DE KALB,33,122.2,
SURVEY,2010,,18,HUNTINGTON,69,166.9,
SURVEY,2010,,18,LAGRANGE,87,126,
SURVEY,2010,,18,NOBLE,113,142.4,
SURVEY,2010,,18,STEUBEN,151,134.1,
SURVEY,2010,,18,WELLS,179,156.8,
SURVEY,2010,,18,WHITLEY,183,153.7,
SURVEY,2010,,18,BENTON,7,165.9,
SURVEY,2010,,18,JASPER,73,162.5,
SURVEY,2010,,18,LA PORTE,91,167.1,
SURVEY,2010,,18,LAKE,89,156.2,
SURVEY,2010,,18,NEWTON,111,169.9,
SURVEY,2010,,18,PORTER,127,168.2,
SURVEY,2010,,18,PULASKI,131,165.2,
SURVEY,2010,,18,STARKE,149,149.5,
SURVEY,2010,,18,WHITE,181,167,
SURVEY,2010,,18,BROWN,13,83.9,
SURVEY,2010,,18,CRAWFORD,25,136.3,
SURVEY,2010,,18,FLOYD,43,147.6,
SURVEY,2010,,18,HARRISON,61,130,
SURVEY,2010,,18,JACKSON,71,126.1,
SURVEY,2010,,18,LAWRENCE,93,138.9,
SURVEY,2010,,18,MONROE,105,138.6,
SURVEY,2010,,18,ORANGE,117,149.4,
SURVEY,2010,,18,PERRY,123,132.6,
SURVEY,2010,,18,WASHINGTON,175,123.6,
SURVEY,2010,,18,CLARK,19,136.9,
SURVEY,2010,,18,DEARBORN,29,124.4,
SURVEY,2010,,18,FRANKLIN,47,159.8,
SURVEY,2010,,18,JEFFERSON,77,127.4,
SURVEY,2010,,18,JENNINGS,79,131.1,
SURVEY,2010,,18,OHIO,115,120.4,
SURVEY,2010,,18,RIPLEY,137,135.6,
SURVEY,2010,,18,SCOTT,143,144.1,
SURVEY,2010,,18,SWITZERLAND,155,136.3,
SURVEY,2010,,18,DAVIESS,27,160.3,
SURVEY,2010,,18,DUBOIS,37,154.5,
SURVEY,2010,,18,GIBSON,51,155,
SURVEY,2010,,18,GREENE,55,125.8,
SURVEY,2010,,18,KNOX,83,163.8,
SURVEY,2010,,18,MARTIN,101,149.5,
SURVEY,2010,,18,PIKE,125,146.1,
SURVEY,2010,,18,POSEY,129,146.6,
SURVEY,2010,,18,SPENCER,147,139.8,
SURVEY,2010,,18,SULLIVAN,153,159.2,
SURVEY,2010,,18,VANDERBURGH,163,143,
SURVEY,2010,,18,WARRICK,173,142.7,
SURVEY,2010,,18,CLAY,21,157.2,
SURVEY,2010,,18,FOUNTAIN,45,175.6,
SURVEY,2010,,18,MONTGOMERY,107,172.5,
SURVEY,2010,,18,OWEN,119,142.4,
SURVEY,2010,,18,PARKE,121,164.9,
SURVEY,2010,,18,PUTNAM,133,160.6,
SURVEY,2010,,18,TIPPECANOE,157,175.1,
SURVEY,2010,,18,VERMILLION,165,161.7,
SURVEY,2010,,18,VIGO,167,151.7,
SURVEY,2010,,18,WARREN,171,162.6,
SURVEY,2009,,18,BARTHOLOMEW,5,175,
SURVEY,2009,,18,BOONE,11,182,
SURVEY,2009,,18,CLINTON,23,185,
SURVEY,2009,,18,DECATUR,31,181,
SURVEY,2009,,18,GRANT,53,171,
SURVEY,2009,,18,HAMILTON,57,172,
SURVEY,2009,,18,HANCOCK,59,185,
SURVEY,2009,,18,HENDRICKS,63,179,
SURVEY,2009,,18,HOWARD,67,186,
SURVEY,2009,,18,JOHNSON,81,167,
SURVEY,2009,,18,MADISON,95,169,
SURVEY,2009,,18,MARION,97,169,
SURVEY,2009,,18,MORGAN,109,175,
SURVEY,2009,,18,RUSH,139,185,
SURVEY,2009,,18,SHELBY,145,177,
SURVEY,2009,,18,TIPTON,159,186,
SURVEY,2009,,18,BLACKFORD,9,165,
SURVEY,2009,,18,DELAWARE,35,154,
SURVEY,2009,,18,FAYETTE,41,184,
SURVEY,2009,,18,HENRY,65,187,
SURVEY,2009,,18,JAY,75,153,
SURVEY,2009,,18,RANDOLPH,135,173,
SURVEY,2009,,18,UNION,161,196,
SURVEY,2009,,18,WAYNE,177,184,
SURVEY,2009,,18,CARROLL,15,175,
SURVEY,2009,,18,CASS,17,164,
SURVEY,2009,,18,ELKHART,39,161,
SURVEY,2009,,18,FULTON,49,160,
SURVEY,2009,,18,KOSCIUSKO,85,160,
SURVEY,2009,,18,MARSHALL,99,155,
SURVEY,2009,,18,MIAMI,103,164,
SURVEY,2009,,18,ST. JOSEPH,141,166,
SURVEY,2009,,18,WABASH,169,173,
SURVEY,2009,,18,ADAMS,1,167,
SURVEY,2009,,18,ALLEN,3,177,
SURVEY,2009,,18,DE KALB,33,150,
SURVEY,2009,,18,HUNTINGTON,69,176,
SURVEY,2009,,18,LAGRANGE,87,136,
SURVEY,2009,,18,NOBLE,113,153,
SURVEY,2009,,18,STEUBEN,151,140,
SURVEY,2009,,18,WELLS,179,179,
SURVEY,2009,,18,WHITLEY,183,170,
SURVEY,2009,,18,BENTON,7,185,
SURVEY,2009,,18,JASPER,73,160,
SURVEY,2009,,18,LA PORTE,91,154,
SURVEY,2009,,18,LAKE,89,162,
SURVEY,2009,,18,NEWTON,111,182,
SURVEY,2009,,18,PORTER,127,156,
SURVEY,2009,,18,PULASKI,131,148,
SURVEY,2009,,18,STARKE,149,134,
SURVEY,2009,,18,WHITE,181,181,
SURVEY,2009,,18,BROWN,13,154,
SURVEY,2009,,18,HARRISON,61,174,
SURVEY,2009,,18,JACKSON,71,164,
SURVEY,2009,,18,LAWRENCE,93,164,
SURVEY,2009,,18,MONROE,105,154,
SURVEY,2009,,18,ORANGE,117,173,
SURVEY,2009,,18,OTHER (COMBINED) COUNTIES,,155,
SURVEY,2009,,18,PERRY,123,161,
SURVEY,2009,,18,WASHINGTON,175,162,
SURVEY,2009,,18,CLARK,19,155,
SURVEY,2009,,18,DEARBORN,29,167,
SURVEY,2009,,18,FRANKLIN,47,185,
SURVEY,2009,,18,JENNINGS,79,167,
SURVEY,2009,,18,OTHER (COMBINED) COUNTIES,,148,
SURVEY,2009,,18,RIPLEY,137,164,
SURVEY,2009,,18,SCOTT,143,152,
SURVEY,2009,,18,SWITZERLAND,155,153,
SURVEY,2009,,18,DAVIESS,27,182,
SURVEY,2009,,18,DUBOIS,37,169,
SURVEY,2009,,18,GIBSON,51,166,
SURVEY,2009,,18,GREENE,55,166,
SURVEY,2009,,18,KNOX,83,167,
SURVEY,2009,,18,MARTIN,101,172,
SURVEY,2009,,18,PIKE,125,155,
SURVEY,2009,,18,POSEY,129,176,
SURVEY,2009,,18,SPENCER,147,177,
SURVEY,2009,,18,SULLIVAN,153,167,
SURVEY,2009,,18,VANDERBURGH,163,178,
SURVEY,2009,,18,WARRICK,173,169,
SURVEY,2009,,18,CLAY,21,156,
SURVEY,2009,,18,FOUNTAIN,45,184,
SURVEY,2009,,18,MONTGOMERY,107,192,
SURVEY,2009,,18,OWEN,119,152,
SURVEY,2009,,18,PARKE,121,170,
SURVEY,2009,,18,PUTNAM,133,172,
SURVEY,2009,,18,TIPPECANOE,157,179,
SURVEY,2009,,18,VERMILLION,165,175,
SURVEY,2009,,18,VIGO,167,151,
SURVEY,2009,,18,WARREN,171,187,
SURVEY,2008,,18,BARTHOLOMEW,5,141,
SURVEY,2008,,18,BOONE,11,173,
SURVEY,2008,,18,CLINTON,23,187,
SURVEY,2008,,18,DECATUR,31,158,
SURVEY,2008,,18,GRANT,53,166,
SURVEY,2008,,18,HAMILTON,57,164,
SURVEY,2008,,18,HANCOCK,59,151,
SURVEY,2008,,18,HENDRICKS,63,147,
SURVEY,2008,,18,HOWARD,67,188,
SURVEY,2008,,18,JOHNSON,81,142,
SURVEY,2008,,18,MADISON,95,173,
SURVEY,2008,,18,MARION,97,121,
SURVEY,2008,,18,MORGAN,109,134,
SURVEY,2008,,18,RUSH,139,171,
SURVEY,2008,,18,SHELBY,145,153,
SURVEY,2008,,18,TIPTON,159,184,
SURVEY,2008,,18,BLACKFORD,9,156,
SURVEY,2008,,18,DELAWARE,35,156,
SURVEY,2008,,18,FAYETTE,41,152,
SURVEY,2008,,18,HENRY,65,161,
SURVEY,2008,,18,JAY,75,140,
SURVEY,2008,,18,RANDOLPH,135,147,
SURVEY,2008,,18,UNION,161,164,
SURVEY,2008,,18,WAYNE,177,151,
SURVEY,2008,,18,CARROLL,15,194,
SURVEY,2008,,18,CASS,17,183,
SURVEY,2008,,18,ELKHART,39,141,
SURVEY,2008,,18,FULTON,49,169,
SURVEY,2008,,18,KOSCIUSKO,85,143,
SURVEY,2008,,18,MARSHALL,99,155,
SURVEY,2008,,18,MIAMI,103,162,
SURVEY,2008,,18,ST. JOSEPH,141,144,
SURVEY,2008,,18,WABASH,169,149,
SURVEY,2008,,18,ADAMS,1,150,
SURVEY,2008,,18,ALLEN,3,151,
SURVEY,2008,,18,DE KALB,33,121,
SURVEY,2008,,18,HUNTINGTON,69,154,
SURVEY,2008,,18,LAGRANGE,87,116,
SURVEY,2008,,18,NOBLE,113,132,
SURVEY,2008,,18,STEUBEN,151,114,
SURVEY,2008,,18,WELLS,179,158,
SURVEY,2008,,18,WHITLEY,183,133,
SURVEY,2008,,18,BENTON,7,187,
SURVEY,2008,,18,JASPER,73,182,
SURVEY,2008,,18,LA PORTE,91,148,
SURVEY,2008,,18,LAKE,89,165,
SURVEY,2008,,18,NEWTON,111,185,
SURVEY,2008,,18,PORTER,127,167,
SURVEY,2008,,18,PULASKI,131,168,
SURVEY,2008,,18,STARKE,149,140,
SURVEY,2008,,18,WHITE,181,191,
SURVEY,2008,,18,FLOYD,43,131,
SURVEY,2008,,18,HARRISON,61,122,
SURVEY,2008,,18,JACKSON,71,125,
SURVEY,2008,,18,LAWRENCE,93,141,
SURVEY,2008,,18,MONROE,105,143,
SURVEY,2008,,18,ORANGE,117,160,
SURVEY,2008,,18,OTHER (COMBINED) COUNTIES,,107,
SURVEY,2008,,18,PERRY,123,145,
SURVEY,2008,,18,WASHINGTON,175,132,
SURVEY,2008,,18,CLARK,19,138,
SURVEY,2008,,18,DEARBORN,29,113,
SURVEY,2008,,18,FRANKLIN,47,135,
SURVEY,2008,,18,JEFFERSON,77,108,
SURVEY,2008,,18,JENNINGS,79,127,
SURVEY,2008,,18,OHIO,115,131,
SURVEY,2008,,18,RIPLEY,137,131,
SURVEY,2008,,18,SCOTT,143,132,
SURVEY,2008,,18,SWITZERLAND,155,105,
SURVEY,2008,,18,DAVIESS,27,173,
SURVEY,2008,,18,DUBOIS,37,157,
SURVEY,2008,,18,GIBSON,51,168,
SURVEY,2008,,18,GREENE,55,136,
SURVEY,2008,,18,KNOX,83,165,
SURVEY,2008,,18,MARTIN,101,155,
SURVEY,2008,,18,PIKE,125,153,
SURVEY,2008,,18,POSEY,129,157,
SURVEY,2008,,18,SPENCER,147,145,
SURVEY,2008,,18,SULLIVAN,153,164,
SURVEY,2008,,18,VANDERBURGH,163,154,
SURVEY,2008,,18,WARRICK,173,142,
SURVEY,2008,,18,CLAY,21,137,
SURVEY,2008,,18,FOUNTAIN,45,180,
SURVEY,2008,,18,MONTGOMERY,107,172,
SURVEY,2008,,18,OWEN,119,135,
SURVEY,2008,,18,PARKE,121,149,
SURVEY,2008,,18,PUTNAM,133,151,
SURVEY,2008,,18,TIPPECANOE,157,180,
SURVEY,2008,,18,VERMILLION,165,156,
SURVEY,2008,,18,VIGO,167,138,
SURVEY,2008,,18,WARREN,171,181,
SURVEY,2007,,18,BARTHOLOMEW,5,141.5,
SURVEY,2007,,18,BOONE,11,154,
SURVEY,2007,,18,CLINTON,23,179.3,
SURVEY,2007,,18,DECATUR,31,142.6,
SURVEY,2007,,18,GRANT,53,128.7,
SURVEY,2007,,18,HAMILTON,57,149.6,
SURVEY,2007,,18,HANCOCK,59,148.3,
SURVEY,2007,,18,HENDRICKS,63,154.3,
SURVEY,2007,,18,HOWARD,67,170.5,
SURVEY,2007,,18,JOHNSON,81,142,
SURVEY,2007,,18,MADISON,95,154.6,
SURVEY,2007,,18,MARION,97,145.4,
SURVEY,2007,,18,MORGAN,109,154.2,
SURVEY,2007,,18,RUSH,139,136.2,
SURVEY,2007,,18,SHELBY,145,127.8,
SURVEY,2007,,18,TIPTON,159,179,
SURVEY,2007,,18,BLACKFORD,9,142.1,
SURVEY,2007,,18,DELAWARE,35,134.2,
SURVEY,2007,,18,FAYETTE,41,132.7,
SURVEY,2007,,18,HENRY,65,147.3,
SURVEY,2007,,18,JAY,75,142.4,
SURVEY,2007,,18,RANDOLPH,135,129,
SURVEY,2007,,18,UNION,161,144.8,
SURVEY,2007,,18,WAYNE,177,118.7,
SURVEY,2007,,18,CARROLL,15,186.8,
SURVEY,2007,,18,CASS,17,176.7,
SURVEY,2007,,18,ELKHART,39,153,
SURVEY,2007,,18,FULTON,49,155.9,
SURVEY,2007,,18,KOSCIUSKO,85,156.4,
SURVEY,2007,,18,MARSHALL,99,155,
SURVEY,2007,,18,MIAMI,103,154.2,
SURVEY,2007,,18,ST. JOSEPH,141,149.1,
SURVEY,2007,,18,WABASH,169,152.6,
SURVEY,2007,,18,ADAMS,1,142.1,
SURVEY,2007,,18,ALLEN,3,157.2,
SURVEY,2007,,18,DE KALB,33,146.5,
SURVEY,2007,,18,HUNTINGTON,69,149.2,
SURVEY,2007,,18,LAGRANGE,87,125,
SURVEY,2007,,18,NOBLE,113,147,
SURVEY,2007,,18,STEUBEN,151,126.9,
SURVEY,2007,,18,WELLS,179,135.2,
SURVEY,2007,,18,WHITLEY,183,162.3,
SURVEY,2007,,18,BENTON,7,170.5,
SURVEY,2007,,18,JASPER,73,171,
SURVEY,2007,,18,LA PORTE,91,144.8,
SURVEY,2007,,18,LAKE,89,162.3,
SURVEY,2007,,18,NEWTON,111,179.6,
SURVEY,2007,,18,PORTER,127,153.6,
SURVEY,2007,,18,PULASKI,131,161.5,
SURVEY,2007,,18,STARKE,149,147.8,
SURVEY,2007,,18,WHITE,181,175.3,
SURVEY,2007,,18,HARRISON,61,105.7,
SURVEY,2007,,18,JACKSON,71,113,
SURVEY,2007,,18,LAWRENCE,93,133.5,
SURVEY,2007,,18,MONROE,105,150.4,
SURVEY,2007,,18,ORANGE,117,145.5,
SURVEY,2007,,18,OTHER (COMBINED) COUNTIES,,130.5,
SURVEY,2007,,18,PERRY,123,148.5,
SURVEY,2007,,18,WASHINGTON,175,147.1,
SURVEY,2007,,18,CLARK,19,127.5,
SURVEY,2007,,18,DEARBORN,29,116.5,
SURVEY,2007,,18,FRANKLIN,47,125.9,
SURVEY,2007,,18,JEFFERSON,77,123.7,
SURVEY,2007,,18,JENNINGS,79,137.2,
SURVEY,2007,,18,OTHER (COMBINED) COUNTIES,,123.6,
SURVEY,2007,,18,RIPLEY,137,117.6,
SURVEY,2007,,18,SCOTT,143,144.2,
SURVEY,2007,,18,DAVIESS,27,164.5,
SURVEY,2007,,18,DUBOIS,37,146.6,
SURVEY,2007,,18,GIBSON,51,162.3,
SURVEY,2007,,18,GREENE,55,142.5,
SURVEY,2007,,18,KNOX,83,166.9,
SURVEY,2007,,18,MARTIN,101,158.6,
SURVEY,2007,,18,PIKE,125,156,
SURVEY,2007,,18,POSEY,129,158.6,
SURVEY,2007,,18,SPENCER,147,152.8,
SURVEY,2007,,18,SULLIVAN,153,163.6,
SURVEY,2007,,18,VANDERBURGH,163,149.8,
SURVEY,2007,,18,WARRICK,173,141.7,
SURVEY,2007,,18,CLAY,21,164,
SURVEY,2007,,18,FOUNTAIN,45,171.1,
SURVEY,2007,,18,MONTGOMERY,107,171.4,
SURVEY,2007,,18,OWEN,119,150.7,
SURVEY,2007,,18,PARKE,121,163.7,
SURVEY,2007,,18,PUTNAM,133,164.8,
SURVEY,2007,,18,TIPPECANOE,157,159.9,
SURVEY,2007,,18,VERMILLION,165,177,
SURVEY,2007,,18,VIGO,167,158.7,
SURVEY,2007,,18,WARREN,171,167.7,
SURVEY,2006,,18,BARTHOLOMEW,5,153.5,
SURVEY,2006,,18,BOONE,11,163.9,
SURVEY,2006,,18,CLINTON,23,165.1,
SURVEY,2006,,18,DECATUR,31,164,
SURVEY,2006,,18,GRANT,53,159.5,
SURVEY,2006,,18,HAMILTON,57,166.4,
SURVEY,2006,,18,HANCOCK,59,155.4,
SURVEY,2006,,18,HENDRICKS,63,154.9,
SURVEY,2006,,18,HOWARD,67,166.4,
SURVEY,2006,,18,JOHNSON,81,152.1,
SURVEY,2006,,18,MADISON,95,163.2,
SURVEY,2006,,18,MARION,97,140,
SURVEY,2006,,18,MORGAN,109,153,
SURVEY,2006,,18,RUSH,139,152.5,
SURVEY,2006,,18,SHELBY,145,150.4,
SURVEY,2006,,18,TIPTON,159,177.1,
SURVEY,2006,,18,BLACKFORD,9,151.7,
SURVEY,2006,,18,DELAWARE,35,154.4,
SURVEY,2006,,18,FAYETTE,41,155.3,
SURVEY,2006,,18,HENRY,65,157.4,
SURVEY,2006,,18,JAY,75,134,
SURVEY,2006,,18,RANDOLPH,135,145.6,
SURVEY,2006,,18,UNION,161,171.2,
SURVEY,2006,,18,WAYNE,177,156,
SURVEY,2006,,18,CARROLL,15,174,
SURVEY,2006,,18,CASS,17,153.7,
SURVEY,2006,,18,ELKHART,39,157.8,
SURVEY,2006,,18,FULTON,49,148.3,
SURVEY,2006,,18,KOSCIUSKO,85,164.4,
SURVEY,2006,,18,MARSHALL,99,162.9,
SURVEY,2006,,18,MIAMI,103,161.3,
SURVEY,2006,,18,ST. JOSEPH,141,157.5,
SURVEY,2006,,18,WABASH,169,159.9,
SURVEY,2006,,18,ADAMS,1,147.1,
SURVEY,2006,,18,ALLEN,3,165.3,
SURVEY,2006,,18,DE KALB,33,146.9,
SURVEY,2006,,18,HUNTINGTON,69,156.6,
SURVEY,2006,,18,LAGRANGE,87,144.1,
SURVEY,2006,,18,NOBLE,113,150.3,
SURVEY,2006,,18,STEUBEN,151,148.8,
SURVEY,2006,,18,WELLS,179,154.4,
SURVEY,2006,,18,WHITLEY,183,161.3,
SURVEY,2006,,18,BENTON,7,167.2,
SURVEY,2006,,18,JASPER,73,158.6,
SURVEY,2006,,18,LA PORTE,91,165.4,
SURVEY,2006,,18,LAKE,89,162.8,
SURVEY,2006,,18,NEWTON,111,163,
SURVEY,2006,,18,PORTER,127,158.8,
SURVEY,2006,,18,PULASKI,131,152.7,
SURVEY,2006,,18,STARKE,149,154.1,
SURVEY,2006,,18,WHITE,181,159.8,
SURVEY,2006,,18,HARRISON,61,142.3,
SURVEY,2006,,18,JACKSON,71,135.4,
