Program,Year,Week Ending,State ANSI,County,County ANSI,Value,CV (%)
SURVEY,1978,,18,VERMILLION,165,119.4,
SURVEY,1978,,18,VIGO,167,104.7,
SURVEY,1978,,18,WARREN,171,119.4,
SURVEY,1977,,18,BARTHOLOMEW,5,104.4,
SURVEY,1977,,18,BOONE,11,110.5,
SURVEY,1977,,18,CLINTON,23,101.3,
SURVEY,1977,,18,DECATUR,31,121.6,
SURVEY,1977,,18,GRANT,53,105.4,
SURVEY,1977,,18,HAMILTON,57,98.3,
SURVEY,1977,,18,HANCOCK,59,96.3,
SURVEY,1977,,18,HENDRICKS,63,114.5,
SURVEY,1977,,18,HOWARD,67,92.2,
SURVEY,1977,,18,JOHNSON,81,91.2,
SURVEY,1977,,18,MADISON,95,85.1,
SURVEY,1977,,18,MARION,97,103.4,
SURVEY,1977,,18,MORGAN,109,103.4,
SURVEY,1977,,18,RUSH,139,116.5,
SURVEY,1977,,18,SHELBY,145,101.3,
SURVEY,1977,,18,TIPTON,159,102.3,
SURVEY,1977,,18,BLACKFORD,9,109.4,
SURVEY,1977,,18,DELAWARE,35,94.2,
SURVEY,1977,,18,FAYETTE,41,103.4,
SURVEY,1977,,18,HENRY,65,94.2,
SURVEY,1977,,18,JAY,75,84.1,
SURVEY,1977,,18,RANDOLPH,135,86.1,
SURVEY,1977,,18,UNION,161,107.4,
SURVEY,1977,,18,WAYNE,177,101.3,
SURVEY,1977,,18,CARROLL,15,103.4,
SURVEY,1977,,18,CASS,17,101.3,
SURVEY,1977,,18,ELKHART,39,101.3,
SURVEY,1977,,18,FULTON,49,95.3,
SURVEY,1977,,18,KOSCIUSKO,85,105.4,
SURVEY,1977,,18,MARSHALL,99,96.3,
SURVEY,1977,,18,MIAMI,103,94.2,
SURVEY,1977,,18,ST. JOSEPH,141,98.3,
SURVEY,1977,,18,WABASH,169,94.2,
SURVEY,1977,,18,ADAMS,1,96.3,
SURVEY,1977,,18,ALLEN,3,99.3,
SURVEY,1977,,18,DE KALB,33,91.2,
SURVEY,1977,,18,HUNTINGTON,69,104.4,
SURVEY,1977,,18,LAGRANGE,87,107.4,
SURVEY,1977,,18,NOBLE,113,105.4,
SURVEY,1977,,18,STEUBEN,151,100.3,
SURVEY,1977,,18,WELLS,179,104.4,
SURVEY,1977,,18,WHITLEY,183,103.4,
SURVEY,1977,,18,BENTON,7,106.4,
SURVEY,1977,,18,JASPER,73,96.3,
SURVEY,1977,,18,LA PORTE,91,97.3,
SURVEY,1977,,18,LAKE,89,105.4,
SURVEY,1977,,18,NEWTON,111,114.5,
SURVEY,1977,,18,PORTER,127,102.3,
SURVEY,1977,,18,PULASKI,131,108.4,
SURVEY,1977,,18,STARKE,149,104.4,
SURVEY,1977,,18,WHITE,181,109.4,
SURVEY,1977,,18,BROWN,13,101.3,
SURVEY,1977,,18,CRAWFORD,25,100.3,
SURVEY,1977,,18,FLOYD,43,90.2,
SURVEY,1977,,18,HARRISON,61,95.3,
SURVEY,1977,,18,JACKSON,71,103.4,
SURVEY,1977,,18,LAWRENCE,93,97.3,
SURVEY,1977,,18,MONROE,105,103.4,
SURVEY,1977,,18,ORANGE,117,105.4,
SURVEY,1977,,18,PERRY,123,93.2,
SURVEY,1977,,18,WASHINGTON,175,95.3,
SURVEY,1977,,18,CLARK,19,94.2,
SURVEY,1977,,18,DEARBORN,29,99.3,
SURVEY,1977,,18,FRANKLIN,47,101.3,
SURVEY,1977,,18,JEFFERSON,77,97.3,
SURVEY,1977,,18,JENNINGS,79,95.3,
SURVEY,1977,,18,OHIO,115,96.3,
SURVEY,1977,,18,RIPLEY,137,99.3,
SURVEY,1977,,18,SCOTT,143,105.4,
SURVEY,1977,,18,SWITZERLAND,155,95.3,
SURVEY,1977,,18,DAVIESS,27,110.5,
SURVEY,1977,,18,DUBOIS,37,96.3,
SURVEY,1977,,18,GIBSON,51,102.3,
SURVEY,1977,,18,GREENE,55,101.3,
SURVEY,1977,,18,KNOX,83,110.5,
SURVEY,1977,,18,MARTIN,101,101.3,
SURVEY,1977,,18,PIKE,125,97.3,
SURVEY,1977,,18,POSEY,129,107.4,
SURVEY,1977,,18,SPENCER,147,92.2,
SURVEY,1977,,18,SULLIVAN,153,109.4,
SURVEY,1977,,18,VANDERBURGH,163,108.4,
SURVEY,1977,,18,WARRICK,173,100.3,
SURVEY,1977,,18,CLAY,21,102.3,
SURVEY,1977,,18,FOUNTAIN,45,107.4,
SURVEY,1977,,18,MONTGOMERY,107,109.4,
SURVEY,1977,,18,OWEN,119,113.5,
SURVEY,1977,,18,PARKE,121,105.4,
SURVEY,1977,,18,PUTNAM,133,107.4,
SURVEY,1977,,18,TIPPECANOE,157,88.2,
SURVEY,1977,,18,VERMILLION,165,111.5,
SURVEY,1977,,18,VIGO,167,92.2,
SURVEY,1977,,18,WARREN,171,99.3,
SURVEY,1976,,18,BARTHOLOMEW,5,111.3,
SURVEY,1976,,18,BOONE,11,114.3,
SURVEY,1976,,18,CLINTON,23,115.3,
SURVEY,1976,,18,DECATUR,31,123.3,
SURVEY,1976,,18,GRANT,53,107.3,
SURVEY,1976,,18,HAMILTON,57,113.3,
SURVEY,1976,,18,HANCOCK,59,115.3,
SURVEY,1976,,18,HENDRICKS,63,120.3,
SURVEY,1976,,18,HOWARD,67,111.3,
SURVEY,1976,,18,JOHNSON,81,117.3,
SURVEY,1976,,18,MADISON,95,107.3,
SURVEY,1976,,18,MARION,97,108.3,
SURVEY,1976,,18,MORGAN,109,118.3,
SURVEY,1976,,18,RUSH,139,125.3,
SURVEY,1976,,18,SHELBY,145,115.3,
SURVEY,1976,,18,TIPTON,159,124.3,
SURVEY,1976,,18,BLACKFORD,9,115.3,
SURVEY,1976,,18,DELAWARE,35,103.3,
SURVEY,1976,,18,FAYETTE,41,105.3,
SURVEY,1976,,18,HENRY,65,110.3,
SURVEY,1976,,18,JAY,75,97.3,
SURVEY,1976,,18,RANDOLPH,135,94.3,
SURVEY,1976,,18,UNION,161,118.3,
SURVEY,1976,,18,WAYNE,177,103.3,
SURVEY,1976,,18,CARROLL,15,119.3,
SURVEY,1976,,18,CASS,17,104.3,
SURVEY,1976,,18,ELKHART,39,105.3,
SURVEY,1976,,18,FULTON,49,115.3,
SURVEY,1976,,18,KOSCIUSKO,85,95.3,
SURVEY,1976,,18,MARSHALL,99,107.3,
SURVEY,1976,,18,MIAMI,103,109.3,
SURVEY,1976,,18,ST. JOSEPH,141,109.3,
SURVEY,1976,,18,WABASH,169,105.3,
SURVEY,1976,,18,ADAMS,1,97.3,
SURVEY,1976,,18,ALLEN,3,91.2,
SURVEY,1976,,18,DE KALB,33,95.3,
SURVEY,1976,,18,HUNTINGTON,69,105.3,
SURVEY,1976,,18,LAGRANGE,87,105.3,
SURVEY,1976,,18,NOBLE,113,103.3,
SURVEY,1976,,18,STEUBEN,151,93.3,
SURVEY,1976,,18,WELLS,179,107.3,
SURVEY,1976,,18,WHITLEY,183,103.3,
SURVEY,1976,,18,BENTON,7,115.3,
SURVEY,1976,,18,JASPER,73,107.3,
SURVEY,1976,,18,LA PORTE,91,107.3,
SURVEY,1976,,18,LAKE,89,113.3,
SURVEY,1976,,18,NEWTON,111,124.3,
SURVEY,1976,,18,PORTER,127,111.3,
SURVEY,1976,,18,PULASKI,131,113.3,
SURVEY,1976,,18,STARKE,149,109.3,
SURVEY,1976,,18,WHITE,181,111.3,
SURVEY,1976,,18,BROWN,13,109.3,
SURVEY,1976,,18,CRAWFORD,25,99.3,
SURVEY,1976,,18,FLOYD,43,101.3,
SURVEY,1976,,18,HARRISON,61,91.3,
SURVEY,1976,,18,JACKSON,71,109.3,
SURVEY,1976,,18,LAWRENCE,93,105.3,
SURVEY,1976,,18,MONROE,105,93.3,
SURVEY,1976,,18,ORANGE,117,107.3,
SURVEY,1976,,18,PERRY,123,85.2,
SURVEY,1976,,18,WASHINGTON,175,105.3,
SURVEY,1976,,18,CLARK,19,92.3,
SURVEY,1976,,18,DEARBORN,29,89.2,
SURVEY,1976,,18,FRANKLIN,47,99.3,
SURVEY,1976,,18,JEFFERSON,77,97.3,
SURVEY,1976,,18,JENNINGS,79,113.3,
SURVEY,1976,,18,OHIO,115,104.3,
SURVEY,1976,,18,RIPLEY,137,107.3,
SURVEY,1976,,18,SCOTT,143,103.3,
SURVEY,1976,,18,SWITZERLAND,155,91.3,
SURVEY,1976,,18,DAVIESS,27,130.4,
SURVEY,1976,,18,DUBOIS,37,105.3,
SURVEY,1976,,18,GIBSON,51,117.3,
SURVEY,1976,,18,GREENE,55,96.3,
SURVEY,1976,,18,KNOX,83,128.4,
SURVEY,1976,,18,MARTIN,101,86.2,
SURVEY,1976,,18,PIKE,125,103.3,
SURVEY,1976,,18,POSEY,129,115.3,
SURVEY,1976,,18,SPENCER,147,83.2,
SURVEY,1976,,18,SULLIVAN,153,111.3,
SURVEY,1976,,18,VANDERBURGH,163,104.3,
SURVEY,1976,,18,WARRICK,173,96.3,
SURVEY,1976,,18,CLAY,21,101.3,
SURVEY,1976,,18,FOUNTAIN,45,124.3,
SURVEY,1976,,18,MONTGOMERY,107,114.3,
SURVEY,1976,,18,OWEN,119,105.3,
SURVEY,1976,,18,PARKE,121,114.3,
SURVEY,1976,,18,PUTNAM,133,117.3,
SURVEY,1976,,18,TIPPECANOE,157,108.3,
SURVEY,1976,,18,VERMILLION,165,124.3,
SURVEY,1976,,18,VIGO,167,95.3,
SURVEY,1976,,18,WARREN,171,119.3,
SURVEY,1975,,18,BARTHOLOMEW,5,80,
SURVEY,1975,,18,BOONE,11,116.1,
SURVEY,1975,,18,CLINTON,23,124.1,
SURVEY,1975,,18,DECATUR,31,87,
SURVEY,1975,,18,GRANT,53,110,
SURVEY,1975,,18,HAMILTON,57,108,
SURVEY,1975,,18,HANCOCK,59,94,
SURVEY,1975,,18,HENDRICKS,63,102,
SURVEY,1975,,18,HOWARD,67,122.1,
SURVEY,1975,,18,JOHNSON,81,99,
SURVEY,1975,,18,MADISON,95,105,
SURVEY,1975,,18,MARION,97,84,
SURVEY,1975,,18,MORGAN,109,94,
SURVEY,1975,,18,RUSH,139,90,
SURVEY,1975,,18,SHELBY,145,88,
SURVEY,1975,,18,TIPTON,159,120.1,
SURVEY,1975,,18,BLACKFORD,9,97,
SURVEY,1975,,18,DELAWARE,35,104,
SURVEY,1975,,18,FAYETTE,41,80,
SURVEY,1975,,18,HENRY,65,85,
SURVEY,1975,,18,JAY,75,83,
SURVEY,1975,,18,RANDOLPH,135,86,
SURVEY,1975,,18,UNION,161,100,
SURVEY,1975,,18,WAYNE,177,80,
SURVEY,1975,,18,CARROLL,15,130.1,
SURVEY,1975,,18,CASS,17,114,
SURVEY,1975,,18,ELKHART,39,89,
SURVEY,1975,,18,FULTON,49,86,
SURVEY,1975,,18,KOSCIUSKO,85,90,
SURVEY,1975,,18,MARSHALL,99,86,
SURVEY,1975,,18,MIAMI,103,106,
SURVEY,1975,,18,ST. JOSEPH,141,84,
SURVEY,1975,,18,WABASH,169,98,
SURVEY,1975,,18,ADAMS,1,70,
SURVEY,1975,,18,ALLEN,3,80,
SURVEY,1975,,18,DE KALB,33,84,
SURVEY,1975,,18,HUNTINGTON,69,88,
SURVEY,1975,,18,LAGRANGE,87,94,
SURVEY,1975,,18,NOBLE,113,90,
SURVEY,1975,,18,STEUBEN,151,74,
SURVEY,1975,,18,WELLS,179,86,
SURVEY,1975,,18,WHITLEY,183,82,
SURVEY,1975,,18,BENTON,7,118.1,
SURVEY,1975,,18,JASPER,73,106,
SURVEY,1975,,18,LA PORTE,91,96,
SURVEY,1975,,18,LAKE,89,100,
SURVEY,1975,,18,NEWTON,111,116.1,
SURVEY,1975,,18,PORTER,127,95,
SURVEY,1975,,18,PULASKI,131,96,
SURVEY,1975,,18,STARKE,149,90,
SURVEY,1975,,18,WHITE,181,105,
SURVEY,1975,,18,BROWN,13,78,
SURVEY,1975,,18,CRAWFORD,25,60,
SURVEY,1975,,18,FLOYD,43,66,
SURVEY,1975,,18,HARRISON,61,58,
SURVEY,1975,,18,JACKSON,71,71,
SURVEY,1975,,18,LAWRENCE,93,73,
SURVEY,1975,,18,MONROE,105,84,
SURVEY,1975,,18,ORANGE,117,70,
SURVEY,1975,,18,PERRY,123,80,
SURVEY,1975,,18,WASHINGTON,175,61,
SURVEY,1975,,18,CLARK,19,81,
SURVEY,1975,,18,DEARBORN,29,62,
SURVEY,1975,,18,FRANKLIN,47,86,
SURVEY,1975,,18,JEFFERSON,77,72,
SURVEY,1975,,18,JENNINGS,79,84,
SURVEY,1975,,18,OHIO,115,60,
SURVEY,1975,,18,RIPLEY,137,72,
SURVEY,1975,,18,SCOTT,143,72,
SURVEY,1975,,18,SWITZERLAND,155,61,
SURVEY,1975,,18,DAVIESS,27,106,
SURVEY,1975,,18,DUBOIS,37,96,
SURVEY,1975,,18,GIBSON,51,110,
SURVEY,1975,,18,GREENE,55,101,
SURVEY,1975,,18,KNOX,83,110,
SURVEY,1975,,18,MARTIN,101,74,
SURVEY,1975,,18,PIKE,125,90,
SURVEY,1975,,18,POSEY,129,100,
SURVEY,1975,,18,SPENCER,147,76,
SURVEY,1975,,18,SULLIVAN,153,106,
SURVEY,1975,,18,VANDERBURGH,163,102,
SURVEY,1975,,18,WARRICK,173,92,
SURVEY,1975,,18,CLAY,21,98,
SURVEY,1975,,18,FOUNTAIN,45,118.1,
SURVEY,1975,,18,MONTGOMERY,107,112,
SURVEY,1975,,18,OWEN,119,90,
SURVEY,1975,,18,PARKE,121,110,
SURVEY,1975,,18,PUTNAM,133,101,
SURVEY,1975,,18,TIPPECANOE,157,112,
SURVEY,1975,,18,VERMILLION,165,112,
SURVEY,1975,,18,VIGO,167,104,
SURVEY,1975,,18,WARREN,171,126.1,
SURVEY,1974,,18,BARTHOLOMEW,5,83.7,
SURVEY,1974,,18,BOONE,11,58.8,
SURVEY,1974,,18,CLINTON,23,58.8,
SURVEY,1974,,18,DECATUR,31,92.6,
SURVEY,1974,,18,GRANT,53,77.7,
SURVEY,1974,,18,HAMILTON,57,68.7,
SURVEY,1974,,18,HANCOCK,59,83.7,
SURVEY,1974,,18,HENDRICKS,63,60.8,
SURVEY,1974,,18,HOWARD,67,77.7,
SURVEY,1974,,18,JOHNSON,81,80.7,
SURVEY,1974,,18,MADISON,95,79.7,
SURVEY,1974,,18,MARION,97,73.7,
SURVEY,1974,,18,MORGAN,109,76.7,
SURVEY,1974,,18,RUSH,139,89.6,
SURVEY,1974,,18,SHELBY,145,86.6,
SURVEY,1974,,18,TIPTON,159,76.7,
SURVEY,1974,,18,BLACKFORD,9,49.8,
SURVEY,1974,,18,DELAWARE,35,73.7,
SURVEY,1974,,18,FAYETTE,41,82.7,
SURVEY,1974,,18,HENRY,65,78.7,
SURVEY,1974,,18,JAY,75,54.8,
SURVEY,1974,,18,RANDOLPH,135,76.7,
SURVEY,1974,,18,UNION,161,93.6,
SURVEY,1974,,18,WAYNE,177,85.6,
SURVEY,1974,,18,CARROLL,15,81.7,
SURVEY,1974,,18,CASS,17,73.7,
SURVEY,1974,,18,ELKHART,39,50.8,
SURVEY,1974,,18,FULTON,49,54.8,
SURVEY,1974,,18,KOSCIUSKO,85,54.8,
SURVEY,1974,,18,MARSHALL,99,51.8,
SURVEY,1974,,18,MIAMI,103,70.7,
SURVEY,1974,,18,ST. JOSEPH,141,54.8,
SURVEY,1974,,18,WABASH,169,70.7,
SURVEY,1974,,18,ADAMS,1,64.7,
SURVEY,1974,,18,ALLEN,3,64.7,
SURVEY,1974,,18,DE KALB,33,50.8,
SURVEY,1974,,18,HUNTINGTON,69,65.7,
SURVEY,1974,,18,LAGRANGE,87,54.8,
SURVEY,1974,,18,NOBLE,113,54.8,
SURVEY,1974,,18,STEUBEN,151,48.8,
SURVEY,1974,,18,WELLS,179,64.7,
SURVEY,1974,,18,WHITLEY,183,53.8,
SURVEY,1974,,18,BENTON,7,90.6,
SURVEY,1974,,18,JASPER,73,79.7,
SURVEY,1974,,18,LA PORTE,91,62.7,
SURVEY,1974,,18,LAKE,89,69.7,
SURVEY,1974,,18,NEWTON,111,92.6,
SURVEY,1974,,18,PORTER,127,69.7,
SURVEY,1974,,18,PULASKI,131,64.7,
SURVEY,1974,,18,STARKE,149,58.8,
SURVEY,1974,,18,WHITE,181,79.7,
SURVEY,1974,,18,BROWN,13,60.7,
SURVEY,1974,,18,CRAWFORD,25,68.7,
SURVEY,1974,,18,FLOYD,43,78.7,
SURVEY,1974,,18,HARRISON,61,78.7,
SURVEY,1974,,18,JACKSON,71,82.7,
SURVEY,1974,,18,LAWRENCE,93,67.7,
SURVEY,1974,,18,MONROE,105,72.7,
SURVEY,1974,,18,ORANGE,117,78.7,
SURVEY,1974,,18,PERRY,123,70.7,
SURVEY,1974,,18,WASHINGTON,175,79.7,
SURVEY,1974,,18,CLARK,19,83.7,
SURVEY,1974,,18,DEARBORN,29,64.7,
SURVEY,1974,,18,FRANKLIN,47,75.7,
SURVEY,1974,,18,JEFFERSON,77,76.7,
SURVEY,1974,,18,JENNINGS,79,72.7,
SURVEY,1974,,18,OHIO,115,77.8,
SURVEY,1974,,18,RIPLEY,137,73.7,
SURVEY,1974,,18,SCOTT,143,86.6,
SURVEY,1974,,18,SWITZERLAND,155,74.7,
SURVEY,1974,,18,DAVIESS,27,88.6,
SURVEY,1974,,18,DUBOIS,37,87.6,
SURVEY,1974,,18,GIBSON,51,86.6,
SURVEY,1974,,18,GREENE,55,73.7,
SURVEY,1974,,18,KNOX,83,89.6,
SURVEY,1974,,18,MARTIN,101,76.6,
SURVEY,1974,,18,PIKE,125,80.7,
SURVEY,1974,,18,POSEY,129,83.6,
SURVEY,1974,,18,SPENCER,147,79.7,
SURVEY,1974,,18,SULLIVAN,153,71.7,
SURVEY,1974,,18,VANDERBURGH,163,82.7,
SURVEY,1974,,18,WARRICK,173,75.7,
SURVEY,1974,,18,CLAY,21,70.7,
SURVEY,1974,,18,FOUNTAIN,45,76.7,
SURVEY,1974,,18,MONTGOMERY,107,61.7,
SURVEY,1974,,18,OWEN,119,66.7,
SURVEY,1974,,18,PARKE,121,63.7,
SURVEY,1974,,18,PUTNAM,133,57.8,
SURVEY,1974,,18,TIPPECANOE,157,63.7,
SURVEY,1974,,18,VERMILLION,165,67.7,
SURVEY,1974,,18,VIGO,167,62.7,
SURVEY,1974,,18,WARREN,171,90.6,
SURVEY,1973,,18,BARTHOLOMEW,5,97.7,
SURVEY,1973,,18,BOONE,11,113.6,
SURVEY,1973,,18,CLINTON,23,118.6,
SURVEY,1973,,18,DECATUR,31,102.7,
SURVEY,1973,,18,GRANT,53,107.7,
SURVEY,1973,,18,HAMILTON,57,110.6,
SURVEY,1973,,18,HANCOCK,59,103.7,
SURVEY,1973,,18,HENDRICKS,63,97.7,
SURVEY,1973,,18,HOWARD,67,123.6,
SURVEY,1973,,18,JOHNSON,81,108.6,
SURVEY,1973,,18,MADISON,95,114.6,
SURVEY,1973,,18,MARION,97,109.6,
SURVEY,1973,,18,MORGAN,109,109.6,
SURVEY,1973,,18,RUSH,139,115.6,
SURVEY,1973,,18,SHELBY,145,95.7,
SURVEY,1973,,18,TIPTON,159,110.6,
SURVEY,1973,,18,BLACKFORD,9,89.7,
SURVEY,1973,,18,DELAWARE,35,100.7,
SURVEY,1973,,18,FAYETTE,41,105.7,
SURVEY,1973,,18,HENRY,65,98.7,
SURVEY,1973,,18,JAY,75,83.7,
SURVEY,1973,,18,RANDOLPH,135,94.7,
SURVEY,1973,,18,UNION,161,112.6,
SURVEY,1973,,18,WAYNE,177,100.7,
SURVEY,1973,,18,CARROLL,15,114.6,
SURVEY,1973,,18,CASS,17,111.6,
SURVEY,1973,,18,ELKHART,39,81.7,
SURVEY,1973,,18,FULTON,49,99.7,
SURVEY,1973,,18,KOSCIUSKO,85,93.7,
SURVEY,1973,,18,MARSHALL,99,95.7,
SURVEY,1973,,18,MIAMI,103,97.7,
SURVEY,1973,,18,ST. JOSEPH,141,87.7,
SURVEY,1973,,18,WABASH,169,102.7,
SURVEY,1973,,18,ADAMS,1,93.7,
SURVEY,1973,,18,ALLEN,3,91.7,
SURVEY,1973,,18,DE KALB,33,91.7,
SURVEY,1973,,18,HUNTINGTON,69,99.7,
SURVEY,1973,,18,LAGRANGE,87,87.7,
SURVEY,1973,,18,NOBLE,113,88.7,
SURVEY,1973,,18,STEUBEN,151,86.7,
SURVEY,1973,,18,WELLS,179,97.7,
SURVEY,1973,,18,WHITLEY,183,93.7,
SURVEY,1973,,18,BENTON,7,120.6,
SURVEY,1973,,18,JASPER,73,115.6,
SURVEY,1973,,18,LA PORTE,91,93.7,
SURVEY,1973,,18,LAKE,89,97.7,
SURVEY,1973,,18,NEWTON,111,113.6,
SURVEY,1973,,18,PORTER,127,97.7,
SURVEY,1973,,18,PULASKI,131,101.7,
SURVEY,1973,,18,STARKE,149,99.7,
SURVEY,1973,,18,WHITE,181,113.6,
SURVEY,1973,,18,BROWN,13,101.7,
SURVEY,1973,,18,CRAWFORD,25,89.7,
SURVEY,1973,,18,FLOYD,43,73.8,
SURVEY,1973,,18,HARRISON,61,85.7,
SURVEY,1973,,18,JACKSON,71,95.7,
SURVEY,1973,,18,LAWRENCE,93,86.7,
SURVEY,1973,,18,MONROE,105,94.7,
SURVEY,1973,,18,ORANGE,117,91.7,
SURVEY,1973,,18,PERRY,123,71.8,
SURVEY,1973,,18,WASHINGTON,175,94.7,
SURVEY,1973,,18,CLARK,19,90.7,
SURVEY,1973,,18,DEARBORN,29,73.8,
SURVEY,1973,,18,FRANKLIN,47,80.7,
SURVEY,1973,,18,JEFFERSON,77,79.7,
SURVEY,1973,,18,JENNINGS,79,79.7,
SURVEY,1973,,18,OHIO,115,85.7,
SURVEY,1973,,18,RIPLEY,137,79.7,
SURVEY,1973,,18,SCOTT,143,84.7,
SURVEY,1973,,18,SWITZERLAND,155,73.8,
SURVEY,1973,,18,DAVIESS,27,99.7,
SURVEY,1973,,18,DUBOIS,37,90.7,
SURVEY,1973,,18,GIBSON,51,97.7,
SURVEY,1973,,18,GREENE,55,108.6,
SURVEY,1973,,18,KNOX,83,109.6,
SURVEY,1973,,18,MARTIN,101,86.7,
SURVEY,1973,,18,PIKE,125,87.7,
SURVEY,1973,,18,POSEY,129,93.7,
SURVEY,1973,,18,SPENCER,147,94.7,
SURVEY,1973,,18,SULLIVAN,153,99.7,
SURVEY,1973,,18,VANDERBURGH,163,87.7,
SURVEY,1973,,18,WARRICK,173,85.7,
SURVEY,1973,,18,CLAY,21,95.7,
SURVEY,1973,,18,FOUNTAIN,45,110.6,
SURVEY,1973,,18,MONTGOMERY,107,115.6,
SURVEY,1973,,18,OWEN,119,84.7,
SURVEY,1973,,18,PARKE,121,95.7,
SURVEY,1973,,18,PUTNAM,133,109.6,
SURVEY,1973,,18,TIPPECANOE,157,117.6,
SURVEY,1973,,18,VERMILLION,165,108.6,
SURVEY,1973,,18,VIGO,167,90.7,
SURVEY,1973,,18,WARREN,171,112.6,
SURVEY,1972,,18,BARTHOLOMEW,5,93,
SURVEY,1972,,18,BOONE,11,111,
SURVEY,1972,,18,CLINTON,23,116,
SURVEY,1972,,18,DECATUR,31,107,
SURVEY,1972,,18,GRANT,53,110,
SURVEY,1972,,18,HAMILTON,57,107,
SURVEY,1972,,18,HANCOCK,59,106,
SURVEY,1972,,18,HENDRICKS,63,104,
SURVEY,1972,,18,HOWARD,67,124,
SURVEY,1972,,18,JOHNSON,81,103,
SURVEY,1972,,18,MADISON,95,106,
SURVEY,1972,,18,MARION,97,106,
SURVEY,1972,,18,MORGAN,109,108,
SURVEY,1972,,18,RUSH,139,105,
SURVEY,1972,,18,SHELBY,145,97,
SURVEY,1972,,18,TIPTON,159,109,
SURVEY,1972,,18,BLACKFORD,9,91,
SURVEY,1972,,18,DELAWARE,35,111,
SURVEY,1972,,18,FAYETTE,41,104,
SURVEY,1972,,18,HENRY,65,98,
SURVEY,1972,,18,JAY,75,91,
SURVEY,1972,,18,RANDOLPH,135,100,
SURVEY,1972,,18,UNION,161,102,
SURVEY,1972,,18,WAYNE,177,90,
SURVEY,1972,,18,CARROLL,15,113,
SURVEY,1972,,18,CASS,17,107,
SURVEY,1972,,18,ELKHART,39,80,
SURVEY,1972,,18,FULTON,49,105,
SURVEY,1972,,18,KOSCIUSKO,85,90,
SURVEY,1972,,18,MARSHALL,99,93,
SURVEY,1972,,18,MIAMI,103,98,
SURVEY,1972,,18,ST. JOSEPH,141,90,
SURVEY,1972,,18,WABASH,169,106,
SURVEY,1972,,18,ADAMS,1,99,
SURVEY,1972,,18,ALLEN,3,100,
SURVEY,1972,,18,DE KALB,33,91,
SURVEY,1972,,18,HUNTINGTON,69,105,
SURVEY,1972,,18,LAGRANGE,87,95,
SURVEY,1972,,18,NOBLE,113,82,
SURVEY,1972,,18,STEUBEN,151,86,
SURVEY,1972,,18,WELLS,179,96,
SURVEY,1972,,18,WHITLEY,183,93,
SURVEY,1972,,18,BENTON,7,120,
SURVEY,1972,,18,JASPER,73,115,
SURVEY,1972,,18,LA PORTE,91,104,
SURVEY,1972,,18,LAKE,89,103,
SURVEY,1972,,18,NEWTON,111,121,
SURVEY,1972,,18,PORTER,127,107,
SURVEY,1972,,18,PULASKI,131,103,
SURVEY,1972,,18,STARKE,149,97,
SURVEY,1972,,18,WHITE,181,117,
SURVEY,1972,,18,BROWN,13,103,
SURVEY,1972,,18,CRAWFORD,25,92,
SURVEY,1972,,18,FLOYD,43,80,
SURVEY,1972,,18,HARRISON,61,98,
SURVEY,1972,,18,JACKSON,71,106,
SURVEY,1972,,18,LAWRENCE,93,89,
SURVEY,1972,,18,MONROE,105,105,
SURVEY,1972,,18,ORANGE,117,93,
SURVEY,1972,,18,PERRY,123,78,
SURVEY,1972,,18,WASHINGTON,175,87,
SURVEY,1972,,18,CLARK,19,78,
SURVEY,1972,,18,DEARBORN,29,76,
SURVEY,1972,,18,FRANKLIN,47,77,
SURVEY,1972,,18,JEFFERSON,77,100,
SURVEY,1972,,18,JENNINGS,79,108,
SURVEY,1972,,18,OHIO,115,76,
SURVEY,1972,,18,RIPLEY,137,95,
SURVEY,1972,,18,SCOTT,143,100,
SURVEY,1972,,18,SWITZERLAND,155,82,
SURVEY,1972,,18,DAVIESS,27,95,
SURVEY,1972,,18,DUBOIS,37,105,
SURVEY,1972,,18,GIBSON,51,117,
SURVEY,1972,,18,GREENE,55,108,
SURVEY,1972,,18,KNOX,83,108,
SURVEY,1972,,18,MARTIN,101,82,
SURVEY,1972,,18,PIKE,125,100,
SURVEY,1972,,18,POSEY,129,113,
SURVEY,1972,,18,SPENCER,147,91,
SURVEY,1972,,18,SULLIVAN,153,104,
SURVEY,1972,,18,VANDERBURGH,163,93,
SURVEY,1972,,18,WARRICK,173,98,
SURVEY,1972,,18,CLAY,21,103,
SURVEY,1972,,18,FOUNTAIN,45,115,
SURVEY,1972,,18,MONTGOMERY,107,114,
SURVEY,1972,,18,OWEN,119,93,
SURVEY,1972,,18,PARKE,121,109,
SURVEY,1972,,18,PUTNAM,133,119,
SURVEY,1972,,18,TIPPECANOE,157,115,
SURVEY,1972,,18,VERMILLION,165,109,
SURVEY,1972,,18,VIGO,167,91,
SURVEY,1972,,18,WARREN,171,118,
SURVEY,1971,,18,BARTHOLOMEW,5,93.4,
SURVEY,1971,,18,BOONE,11,109,
SURVEY,1971,,18,CLINTON,23,114.1,
SURVEY,1971,,18,DECATUR,31,96.5,
SURVEY,1971,,18,GRANT,53,109,
SURVEY,1971,,18,HAMILTON,57,103.8,
SURVEY,1971,,18,HANCOCK,59,98.6,
SURVEY,1971,,18,HENDRICKS,63,100.7,
SURVEY,1971,,18,HOWARD,67,124.5,
SURVEY,1971,,18,JOHNSON,81,102.7,
